X,Y,Top,Bottom
10,96,23,7
10,97,23,7
10,98,23,7
10,99,22,7
10,100,22,7
10,101,21,8
10,102,20,9
10,103,20,9
10,104,20,8
10,105,20,9
10,106,20,9
10,107,20,9
10,108,21,9
10,109,21,8
10,110,21,7
10,111,20,5
10,112,20,5
10,113,20,4
10,114,20,3
10,115,20,3
10,116,20,3
10,117,19,4
10,118,19,3
10,119,20,3
10,120,20,2
10,121,20,3
10,122,20,4
10,123,21,4
10,124,22,5
10,125,23,5
10,126,23,6
10,127,23,6
11,0,22,5
11,1,22,5
11,2,22,5
11,3,22,6
11,4,21,6
11,5,21,6
11,6,21,6
11,7,21,5
11,8,20,5
11,9,19,6
11,10,18,6
11,11,18,7
11,12,17,8
11,13,16,8
11,14,15,8
11,15,14,8
11,16,14,8
11,17,15,8
11,18,16,9
11,19,17,9
11,20,18,10
11,21,18,10
11,22,18,10
11,23,18,10
11,24,19,11
11,25,20,11
11,26,21,11
11,27,21,11
11,28,22,12
11,29,21,11
11,30,21,11
11,31,21,10
11,32,21,11
11,33,21,11
11,34,21,10
11,35,21,10
11,36,22,11
11,37,23,11
11,38,23,10
11,39,23,10
11,40,23,11
11,41,22,12
11,42,22,12
11,43,22,12
11,44,23,12
11,45,23,13
11,46,23,12
11,47,23,13
11,48,24,14
11,49,24,14
11,50,25,14
11,51,26,14
11,52,26,13
11,53,26,13
11,54,27,13
11,55,27,12
11,56,28,13
11,57,29,14
11,58,28,14
11,59,28,14
11,60,28,14
11,61,28,14
11,62,28,15
11,63,27,15
11,64,26,15
11,65,26,15
11,66,26,15
11,67,25,15
11,68,24,15
11,69,24,15
11,70,24,15
11,71,24,15
11,72,24,14
11,73,24,14
11,74,24,14
11,75,24,12
11,76,24,11
11,77,25,11
11,78,25,11
11,79,25,10
11,80,24,10
11,81,24,9
11,82,25,9
11,83,24,9
11,84,23,8
11,85,23,8
11,86,23,7
11,87,22,7
11,88,22,8
11,89,22,8
11,90,22,8
11,91,23,8
11,92,23,7
11,93,24,7
11,94,23,7
11,95,23,7
11,96,23,7
11,97,23,7
11,98,23,8
11,99,22,8
11,100,22,8
11,101,22,8
11,102,21,8
11,103,21,8
11,104,20,9
11,105,21,9
11,106,21,9
11,107,20,9
11,108,21,9
11,109,21,8
11,110,21,7
11,111,20,6
11,112,20,6
11,113,20,4
11,114,20,4
11,115,20,4
11,116,20,4
11,117,20,4
11,118,20,4
11,119,20,3
11,120,21,4
11,121,21,4
11,122,21,5
11,123,22,5
11,124,23,5
11,125,23,6
11,126,23,6
11,127,23,6
12,0,23,5
12,1,22,4
12,2,21,5
12,3,21,5
12,4,21,5
12,5,21,6
12,6,21,5
12,7,21,5
12,8,20,6
12,9,19,6
12,10,18,6
12,11,18,7
12,12,17,8
12,13,16,8
12,14,15,8
12,15,15,8
12,16,15,8
12,17,16,9
12,18,17,9
12,19,17,9
12,20,18,10
12,21,18,10
12,22,18,10
12,23,18,11
12,24,18,11
12,25,19,11
12,26,19,12
12,27,20,12
12,28,21,12
12,29,20,12
12,30,20,12
12,31,20,11
12,32,20,12
12,33,21,11
12,34,21,10
12,35,21,10
12,36,21,10
12,37,22,10
12,38,23,10
12,39,22,10
12,40,22,11
12,41,22,12
12,42,22,12
12,43,22,13
12,44,22,12
12,45,22,12
12,46,22,12
12,47,23,12
12,48,24,13
12,49,25,13
12,50,26,13
12,51,26,13
12,52,26,12
12,53,27,12
12,54,27,12
12,55,28,12
12,56,28,13
12,57,29,14
12,58,28,13
12,59,28,13
12,60,28,13
12,61,28,14
12,62,28,14
12,63,27,15
12,64,26,15
12,65,26,15
12,66,26,15
12,67,26,15
12,68,25,15
12,69,24,15
12,70,24,15
12,71,24,15
12,72,24,14
12,73,24,14
12,74,24,13
12,75,24,12
12,76,25,11
12,77,25,11
12,78,25,11
12,79,24,10
12,80,24,10
12,81,24,9
12,82,25,8
12,83,24,8
12,84,23,8
12,85,23,7
12,86,23,7
12,87,22,7
12,88,22,8
12,89,22,9
12,90,22,9
12,91,23,8
12,92,23,7
12,93,23,7
12,94,23,8
12,95,23,8
12,96,23,7
12,97,23,8
12,98,23,8
12,99,22,8
12,100,22,8
12,101,22,8
12,102,22,8
12,103,21,8
12,104,21,8
12,105,21,9
12,106,21,10
12,107,21,10
12,108,21,9
12,109,21,8
12,110,21,7
12,111,21,7
12,112,21,6
12,113,21,5
12,114,21,5
12,115,20,4
12,116,20,5
12,117,20,4
12,118,20,4
12,119,20,4
12,120,21,5
12,121,21,4
12,122,22,5
12,123,22,5
12,124,23,5
12,125,23,5
12,126,23,6
12,127,24,6
13,0,23,5
13,1,21,4
13,2,20,4
13,3,20,5
13,4,20,6
13,5,21,6
13,6,21,6
13,7,20,6
13,8,19,6
13,9,19,6
13,10,18,6
13,11,18,7
13,12,18,8
13,13,16,8
13,14,16,8
13,15,16,9
13,16,17,9
13,17,17,9
13,18,17,9
13,19,17,10
13,20,17,10
13,21,17,10
13,22,18,11
13,23,17,11
13,24,17,11
13,25,17,11
13,26,18,12
13,27,19,12
13,28,20,12
13,29,20,12
13,30,20,12
13,31,21,12
13,32,21,12
13,33,20,11
13,34,20,11
13,35,21,10
13,36,21,9
13,37,21,9
13,38,22,10
13,39,22,10
13,40,22,11
13,41,21,11
13,42,21,12
13,43,22,13
13,44,22,13
13,45,22,12
13,46,22,12
13,47,23,12
13,48,24,12
13,49,25,12
13,50,26,12
13,51,27,12
13,52,27,12
13,53,27,12
13,54,28,11
13,55,28,11
13,56,28,12
13,57,28,13
13,58,28,13
13,59,28,13
13,60,29,13
13,61,28,13
13,62,27,14
13,63,27,15
13,64,26,15
13,65,27,15
13,66,27,15
13,67,25,15
13,68,24,15
13,69,24,15
13,70,24,14
13,71,24,14
13,72,24,14
13,73,23,14
13,74,24,13
